year,provider_state,provider_type,hcpcs_code,hcpcs_description,place_of_service,line_count,provider_count,beneficiaries,services,estimated_medicare_payment,average_services_per_beneficiary,average_charge_to_allowed_ratio
2023,IN,Medical Oncology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,19,19,820,820.0,88950.830001245,1.0,2.089587757811201
2024,IN,Neurosurgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,38,38,924,1520.0,88639.819999949,1.6232031853957254,1.9500458826882994
2023,IL,Gynecological Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,12,12,338,789.0,88409.39999985001,2.330395333259205,3.839485258147213
2024,IL,Infectious Disease,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",O,6,6,474,1388.0,88259.13999982201,2.09562896080418,2.3744285922960042
2024,IL,Hospitalist,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,30,30,762,1138.0,87823.929999932,1.2659331503998013,2.709048562711578
2024,IL,Hematopoietic Cell Transplantation and Cellular Therapy,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,3,3,274,775.0,87274.03999835,2.937047212047212,3.480525628948031
2023,IN,General Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",F,28,28,968,968.0,87164.349999992,1.0,2.088982919692803
2024,IL,Colorectal Surgery (Proctology),99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,22,22,745,927.0,86838.37000017801,1.1896426008826966,2.587835233410867
2023,IN,Orthopedic Surgery,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,15,15,522,4947.0,86513.539999974,10.647200264880373,3.6940204393337814
2024,IN,Hospitalist,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,21,21,963,963.0,86172.629999901,1.0,2.2281940671533094
2024,IN,Infectious Disease,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,12,12,415,690.0,85683.51999992,1.5294940751475348,1.9393771005246376
2023,IN,Infectious Disease,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,21,21,716,1255.0,85405.22,1.6951720834435668,1.866740857099641
2023,IL,Clinical Cardiac Electrophysiology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,21,21,836,836.0,85280.880000693,1.0,2.75721143827964
2023,IL,Urology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,21,21,719,763.0,85101.749998856,1.0577613771156718,3.1912410008746073
2024,IL,Dermatology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,22,22,868,868.0,84763.100000041,1.0,3.5197402131975313
2024,IN,Urology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,18,18,1009,1268.0,84627.000000186,1.1255812031879706,2.0606970018232715
2023,IN,Thoracic Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,23,23,784,950.0,84389.250000004,1.1440242524745512,1.7377075660858095
2024,IL,Optometry,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,16,16,1237,1670.0,84222.060000002,1.3463120216259081,3.6485252505335612
2023,IL,Dermatology,99204,"New patient office or other outpatient visit, 45-59 minutes",F,19,19,823,823.0,84218.119999841,1.0,3.58501664849325
2023,IL,Hematopoietic Cell Transplantation and Cellular Therapy,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,3,3,266,730.0,84058.87999954,2.817283950617284,3.360103917570027
2023,IL,Cardiac Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",O,14,14,685,685.0,83949.36999962,1.0,2.3258882350660346
2024,IL,Interventional Cardiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,33,33,1037,1037.0,83941.709999915,1.0,2.593044966799061
2024,IL,Thoracic Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,20,20,1025,1298.0,83895.969999711,1.1887629247797158,2.241534724871222
2023,IL,Physician Assistant,99203,"New patient office or other outpatient visit, 30-44 minutes",F,45,45,1650,1650.0,83786.800000005,1.0,3.860209877104951
2024,IN,Infectious Disease,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,19,19,703,1257.0,83730.209999957,1.6941619814058255,1.9026719294111278
2024,IL,Podiatry,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,10,10,527,4185.0,83509.030000279,8.437909343509313,2.6230925119484008
2023,IL,Cardiac Surgery,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,17,17,652,1314.0,83352.719999881,1.6484044042938828,2.4413617222696073
2023,IL,Vascular Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,19,19,823,1127.0,83306.889999961,1.3086292825056818,2.8761638595963377
2024,IN,Pain Management,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,11,11,622,1226.0,83183.819999906,1.766892752444803,2.4491914290683163
2023,IN,Internal Medicine,93000,Routine electrocardiogram (ecg) using at least 12 leads with interpretation and report,O,170,170,8403,9034.0,82491.7300000916,1.0569061730416756,4.972628024178161
2024,IL,Neurosurgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,31,31,1390,1683.0,82435.419999944,1.1556959366435136,3.017011637688475
2024,IL,Hand Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,6,6,822,1108.0,82317.150000096,1.2901904604110486,3.3598733377470182
2024,IL,Family Practice,97110,"Therapy procedure using exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",O,10,10,370,4660.0,82242.299999633,15.758412894472675,3.2865532837034217
2024,IN,Obstetrics & Gynecology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,13,13,521,676.0,81788.53999998,1.2195735717887795,1.8515937355945695
2024,IL,Anesthesiology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,23,23,1024,1024.0,81406.809999997,1.0,3.430718796477448
2023,IL,Surgical Oncology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,17,17,997,1240.0,81290.390000112,1.2015616894071446,2.1073184825576114
2023,IN,Nephrology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,18,18,794,1193.0,81151.269999992,1.3882451092960586,2.4551801746869373
2023,IN,Clinical Cardiac Electrophysiology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,9,9,670,826.0,81105.039999684,1.0956355535302904,2.3839893403885193
2024,IL,Interventional Radiology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,16,16,649,855.0,80900.130000126,1.2029871244163945,2.3963229413789473
2024,IN,Psychiatry,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,9,9,468,1320.0,80765.930000018,3.0621386402624973,1.936108340591973
2024,IL,Cardiac Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,7,7,830,1204.0,80740.77000001,1.3884009194299793,1.9711209978067916
2024,IN,Hospitalist,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,30,30,1077,1173.0,80597.140000046,1.056517179677328,2.021434108897975
2023,IL,Interventional Pain Management,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,4,4,322,1213.0,80572.879999536,2.434095884957954,3.346154929798025
2023,IN,Hematology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,4,4,345,775.0,80467.99999940999,2.164838144415412,2.373223855675199
2023,IL,Psychiatry,99204,"New patient office or other outpatient visit, 45-59 minutes",O,16,16,668,668.0,80413.07999983,1.0,2.1715840371019053
2023,IN,Pulmonary Disease,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,28,28,1484,1766.0,80373.950000034,1.1864747189921605,2.4332747349510115
2024,IN,Pediatric Medicine,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,7,7,667,1054.0,80198.020000258,1.4883550695655607,1.7518235634192394
2023,IL,Cardiac Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,9,9,888,1210.0,80193.44000001,1.3305202664867968,1.914559738238391
2023,IN,Ophthalmology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,11,11,594,695.0,80016.680001362,1.2733697096722238,1.371000475525148
2023,IL,General Practice,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,17,17,440,657.0,79628.62999909,1.335141815499934,1.4598875847920765
2023,IL,Interventional Pain Management,99203,"New patient office or other outpatient visit, 30-44 minutes",O,14,14,899,899.0,79576.02999997,1.0,3.2757992369773925
2023,IL,Optometry,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,17,17,623,658.0,79223.860000238,1.0404552083580216,1.5393367020634492
2024,IL,Clinical Cardiac Electrophysiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,19,19,776,776.0,78881.97999995,1.0,2.950577575162106
2024,IN,Pulmonary Disease,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,25,25,1471,1786.0,78601.750000101,1.1981571680916312,2.4432024974278956
2024,IN,Hospice and Palliative Care,99285,Emergency department visit with high level of medical decision making,F,3,3,614,643.0,78554.50000108,1.0462915880872539,4.3444404178364335
2024,IL,Surgical Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,15,15,974,1192.0,78323.160000106,1.17156463345298,2.1446669288558398
2023,IL,Neurosurgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,28,28,1273,1577.0,78302.190000008,1.1843961463871366,2.99787627394353
2023,IL,Sleep Medicine,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,8,8,931,1046.0,78288.709999859,1.1408386919593816,1.896748776615381
2024,IN,Thoracic Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,24,24,776,894.0,78278.5899999,1.1262643355316317,1.8824989489377872
2024,IL,Hematology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,12,12,384,1208.0,78236.909999967,2.694178652881524,2.5919122394475664
2023,IN,Critical Care (Intensivists),99204,"New patient office or other outpatient visit, 45-59 minutes",O,16,16,724,724.0,78180.679999516,1.0,1.9380759111886539
2024,IL,Orthopedic Surgery,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,13,13,633,704.0,78169.849999221,1.1081026764101976,2.6582697015510344
